,ID,ResponseSet,Name,ExternalDataReference,EmailAddress,IPAddress,Status,StartDate,EndDate,Finished,MTurkCode,condition,text,name,consent,commit,frame_pov,time_pov_1,time_pov_2,time_pov_3,time_pov_4,frame_ind,time_ind_1,time_ind_2,time_ind_3,time_ind_4,frame.com,tim_com_1,tim_com_2,tim_com_3,tim_com_4,donation_pov_1,donation_pov_2,mission,encourage,statement1,stat.ladder_14,stat.me.N,stat.me.N_reversed,spot1,recip.improve,recip.impact,recip.ladder_14,comp.intro,check.wage,check.who,intro,priorgiving,age,gender,income,hhsize,educ,educ.parent,race,party,religion,religiosity,pwe_4,usemoney,feedback.survey,code,LocationLatitude,LocationLongitude,LocationAccuracy,in.progress,survey.id,failchecks,usa.ip,dup_IP,stat.me
663,R_b1P9GNLVu0jCjxn,Default Response Set,Anonymous,,,,0,12/15/18 16:22,12/15/18 16:27,1,,community,"The goal of the <strong>Community Empowerment Organization</strong> is to enable people to help promote better futures for those they care about and want to support most. The organization believes that people know best how to support each other and grow together if they have financial resources to do so. This organization aims to empower people to improve their own lives and those of the people and communities they care about most. <BR><BR>Thus, the Community Empowerment Organization gives financial resources to community members to enable them to contribute positively to the lives of people important to them. For example, when people can invest in themselves, they are better able to expand employment opportunities for others, provide valuable services to their community, or teach others, including children, useful skills and knowledge. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.",Community Empowerment Organization,1,1,,,,,,,,,,,1,0,0,30.536,0,0,100,1,2,1,8,,5,2,5,2,2,1,1,1,1,2,49,2,50000,3,6,6,1,3,6,1,2,"needed resources for their families that they can't afford with daily wages (medicine, glasses, school , etc)",,1,,,,0,R_b1P9GNLVu0jCjxn,FALSE,,FALSE,5
664,R_1rHVGSDlfNvmpke,Default Response Set,Anonymous,,,,0,12/15/18 16:19,12/15/18 16:27,1,,community,"The goal of the <strong>Community Empowerment Organization</strong> is to enable people to help promote better futures for those they care about and want to support most. The organization believes that people know best how to support each other and grow together if they have financial resources to do so. This organization aims to empower people to improve their own lives and those of the people and communities they care about most. <BR><BR>Thus, the Community Empowerment Organization gives financial resources to community members to enable them to contribute positively to the lives of people important to them. For example, when people can invest in themselves, they are better able to expand employment opportunities for others, provide valuable services to their community, or teach others, including children, useful skills and knowledge. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.",Community Empowerment Organization,1,1,,,,,,,,,,,1,16.537,28.836,47.846,5,60,40,1,3,1,4,2,,4,2,1,2,1,2,1,1,2,48,2,30000,4,3,3,1,1,1,3,1,Food,I had no issues with this survey.,1,,,,0,R_1rHVGSDlfNvmpke,FALSE,,FALSE,2
665,R_3EW6WycjXykkMYt,Default Response Set,Anonymous,,,,0,12/15/18 16:20,12/15/18 16:27,1,,community,"The goal of the <strong>Community Empowerment Organization</strong> is to enable people to help promote better futures for those they care about and want to support most. The organization believes that people know best how to support each other and grow together if they have financial resources to do so. This organization aims to empower people to improve their own lives and those of the people and communities they care about most. <BR><BR>Thus, the Community Empowerment Organization gives financial resources to community members to enable them to contribute positively to the lives of people important to them. For example, when people can invest in themselves, they are better able to expand employment opportunities for others, provide valuable services to their community, or teach others, including children, useful skills and knowledge. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.",Community Empowerment Organization,1,1,,,,,,,,,,,1,0,0,87.169,0,25,75,1,3,1,6,,4,2,3,2,2,1,1,1,1,2,41,2,70000,2,6,3,1,3,2,3,2,Food and clothing,None,1,,,,0,R_3EW6WycjXykkMYt,FALSE,,FALSE,4
666,R_2xY1V7CcXnTfcxE,Default Response Set,Anonymous,,,,0,12/15/18 16:24,12/15/18 16:28,1,,poverty,"The goal of the <strong>Poverty Alleviation Organization</strong> is to alleviate poverty and reduce financial hardship among the poor. This organization believes that people living in poverty should be given income support to help them meet their basic needs. This organization aims to help promote a decent standard of living among the poor and help them deal with emergencies.<BR><BR>Thus, the Poverty Alleviation Organization gives financial assistance to people to help them make ends meet. For example, with the financial assistance, people might be able to struggle less to afford basic needs, like paying off debts, paying rent, and buying clothes and food. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial assistance to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.",Poverty Alleviation Organization,1,1,1,1.189,9.331,35.142,2,,,,,,,,,,,90,10,1,2,1,2,,4,2,4,2,1,1,1,1,1,1,41,1,10000,3,2,5,1,4,1,4,,"Essentials, such as food, medicines, clothing",,1,,,,0,R_2xY1V7CcXnTfcxE,FALSE,,FALSE,4
667,R_QmMtYZLDkchVyDv,Default Response Set,Anonymous,,,,0,12/15/18 16:22,12/15/18 16:28,1,,poverty,"The goal of the <strong>Poverty Alleviation Organization</strong> is to alleviate poverty and reduce financial hardship among the poor. This organization believes that people living in poverty should be given income support to help them meet their basic needs. This organization aims to help promote a decent standard of living among the poor and help them deal with emergencies.<BR><BR>Thus, the Poverty Alleviation Organization gives financial assistance to people to help them make ends meet. For example, with the financial assistance, people might be able to struggle less to afford basic needs, like paying off debts, paying rent, and buying clothes and food. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial assistance to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.",Poverty Alleviation Organization,1,1,1,44.549,44.549,44.627,1,,,,,,,,,,,90,10,1,4,1,3,,3,2,6,3,1,1,1,1,1,3,25,1,10000,3,5,2,2,3,6,5,2,Food,,1,,,,0,R_QmMtYZLDkchVyDv,FALSE,,FALSE,3
668,R_1DUofYBIM9qxeKx,Default Response Set,Anonymous,,,,0,12/15/18 16:23,12/15/18 16:28,1,,individual,"The goal of the <strong>Individual Empowerment Organization</strong>  is to promote individuals' potential to create a better future for themselves. The organization believes that individuals are wise and know best how to help themselves become self-reliant if they have the financial resources to do so. This organization aims to empower individuals to pursue their personal interests and create their own path to independence. <BR><BR>Thus, the Individual Empowerment Organization gives financial resources to individuals to enable them to invest in their personal goals. For example, people might use their unique talents to start a self-run business, invest in job training courses, or create art.  <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.",Individual Empowerment Organization,1,1,,,,,,1,18.743,30.044,45.387,4,,,,,,90,10,1,3,1,3,3,,4,4,3,3,1,1,1,1,1,37,2,30000,3,2,2,1,3,2,2,2,Betterment of their future,,1,,,,0,R_1DUofYBIM9qxeKx,FALSE,,FALSE,3
669,R_1IhJFwTi9oNvoez,Default Response Set,Anonymous,,,,0,12/15/18 16:20,12/15/18 16:28,1,,poverty,"The goal of the <strong>Poverty Alleviation Organization</strong> is to alleviate poverty and reduce financial hardship among the poor. This organization believes that people living in poverty should be given income support to help them meet their basic needs. This organization aims to help promote a decent standard of living among the poor and help them deal with emergencies.<BR><BR>Thus, the Poverty Alleviation Organization gives financial assistance to people to help them make ends meet. For example, with the financial assistance, people might be able to struggle less to afford basic needs, like paying off debts, paying rent, and buying clothes and food. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial assistance to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.",Poverty Alleviation Organization,1,1,1,0,0,47.78,0,,,,,,,,,,,80,20,1,2,1,3,,4,2,6,3,1,1,2,1,1,1,71,1,10000,2,3,2,1,1,1,4,2,living expences,,1,,,,0,R_1IhJFwTi9oNvoez,FALSE,,FALSE,4
670,R_vTE9sjqUqbaGJlD,Default Response Set,Anonymous,,,,0,12/15/18 16:21,12/15/18 16:28,1,,individual,"The goal of the <strong>Individual Empowerment Organization</strong>  is to promote individuals' potential to create a better future for themselves. The organization believes that individuals are wise and know best how to help themselves become self-reliant if they have the financial resources to do so. This organization aims to empower individuals to pursue their personal interests and create their own path to independence. <BR><BR>Thus, the Individual Empowerment Organization gives financial resources to individuals to enable them to invest in their personal goals. For example, people might use their unique talents to start a self-run business, invest in job training courses, or create art.  <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.",Individual Empowerment Organization,1,1,,,,,,1,0,0,66.927,0,,,,,,50,50,1,4,1,6,,4,2,5,2,2,1,2,1,1,2,67,2,70000,1,6,4,1,2,1,4,2,Food,None,1,,,,0,R_vTE9sjqUqbaGJlD,FALSE,,FALSE,4
671,R_1EcVc9LwPGh7J4i,Default Response Set,Anonymous,,,,0,12/15/18 16:23,12/15/18 16:28,1,,community,"The goal of the <strong>Community Empowerment Organization</strong> is to enable people to help promote better futures for those they care about and want to support most. The organization believes that people know best how to support each other and grow together if they have financial resources to do so. This organization aims to empower people to improve their own lives and those of the people and communities they care about most. <BR><BR>Thus, the Community Empowerment Organization gives financial resources to community members to enable them to contribute positively to the lives of people important to them. For example, when people can invest in themselves, they are better able to expand employment opportunities for others, provide valuable services to their community, or teach others, including children, useful skills and knowledge. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.",Community Empowerment Organization,1,1,,,,,,,,,,,1,0,0,105.389,0,0,100,1,3,1,8,,4,4,3,1,2,1,2,1,1,1,39,1,70000,4,6,6,1,3,6,1,2,basic necessities,,1,,,,0,R_1EcVc9LwPGh7J4i,FALSE,,FALSE,4
672,R_3PcM1lS7MfdiSrL,Default Response Set,Anonymous,,,,0,12/15/18 16:23,12/15/18 16:28,1,,community,"The goal of the <strong>Community Empowerment Organization</strong> is to enable people to help promote better futures for those they care about and want to support most. The organization believes that people know best how to support each other and grow together if they have financial resources to do so. This organization aims to empower people to improve their own lives and those of the people and communities they care about most. <BR><BR>Thus, the Community Empowerment Organization gives financial resources to community members to enable them to contribute positively to the lives of people important to them. For example, when people can invest in themselves, they are better able to expand employment opportunities for others, provide valuable services to their community, or teach others, including children, useful skills and knowledge. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.",Community Empowerment Organization,1,1,,,,,,,,,,,1,4.946,17.283,41.452,6,80,20,1,2,1,3,3,,2,4,3,1,1,1,1,1,3,29,1,30000,1,5,3,5,2,6,1,2,helping the poor people in the slums of nairobi kenya?,,1,,,,0,R_3PcM1lS7MfdiSrL,FALSE,,FALSE,3
673,R_2waBUC0h2KA6nSA,Default Response Set,Anonymous,,,,0,12/15/18 16:23,12/15/18 16:29,1,,community,"The goal of the <strong>Community Empowerment Organization</strong> is to enable people to help promote better futures for those they care about and want to support most. The organization believes that people know best how to support each other and grow together if they have financial resources to do so. This organization aims to empower people to improve their own lives and those of the people and communities they care about most. <BR><BR>Thus, the Community Empowerment Organization gives financial resources to community members to enable them to contribute positively to the lives of people important to them. For example, when people can invest in themselves, they are better able to expand employment opportunities for others, provide valuable services to their community, or teach others, including children, useful skills and knowledge. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.",Community Empowerment Organization,1,1,,,,,,,,,,,1,0,0,41.675,0,25,75,1,5,1,7,5,,2,1,2,1,1,1,1,1,2,25,2,70000,1,6,5,1,3,2,2,2,Survival,no,1,,,,0,R_2waBUC0h2KA6nSA,FALSE,,FALSE,5
674,R_2EaSNN7D7s7Nvoh,Default Response Set,Anonymous,,,,0,12/15/18 16:24,12/15/18 16:30,1,,individual,"The goal of the <strong>Individual Empowerment Organization</strong>  is to promote individuals' potential to create a better future for themselves. The organization believes that individuals are wise and know best how to help themselves become self-reliant if they have the financial resources to do so. This organization aims to empower individuals to pursue their personal interests and create their own path to independence. <BR><BR>Thus, the Individual Empowerment Organization gives financial resources to individuals to enable them to invest in their personal goals. For example, people might use their unique talents to start a self-run business, invest in job training courses, or create art.  <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.",Individual Empowerment Organization,1,1,,,,,,1,8.532,47.536,48.478,4,,,,,,88,12,1,3,1,3,,5,2,2,1,1,1,2,1,1,1,49,2,30000,2,4,2,1,2,6,2,2,to create art,no,1,,,,0,R_2EaSNN7D7s7Nvoh,FALSE,,FALSE,5
675,R_2sSCaxfGcWbEyoi,Default Response Set,Anonymous,,,,0,12/15/18 16:17,12/15/18 16:30,1,,community,"The goal of the <strong>Community Empowerment Organization</strong> is to enable people to help promote better futures for those they care about and want to support most. The organization believes that people know best how to support each other and grow together if they have financial resources to do so. This organization aims to empower people to improve their own lives and those of the people and communities they care about most. <BR><BR>Thus, the Community Empowerment Organization gives financial resources to community members to enable them to contribute positively to the lives of people important to them. For example, when people can invest in themselves, they are better able to expand employment opportunities for others, provide valuable services to their community, or teach others, including children, useful skills and knowledge. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.",Community Empowerment Organization,1,1,,,,,,,,,,,1,0,0,23.652,0,75,25,1,3,1,6,3,,2,5,2,2,1,1,1,1,1,52,2,30000,6,3,2,3,3,1,4,2,Food ,No feedback ,1,,,,0,R_2sSCaxfGcWbEyoi,FALSE,,FALSE,3
676,R_27xjhbcU7ZDldmp,Default Response Set,Anonymous,,,,0,12/15/18 16:16,12/15/18 16:30,1,,poverty,"The goal of the <strong>Poverty Alleviation Organization</strong> is to alleviate poverty and reduce financial hardship among the poor. This organization believes that people living in poverty should be given income support to help them meet their basic needs. This organization aims to help promote a decent standard of living among the poor and help them deal with emergencies.<BR><BR>Thus, the Poverty Alleviation Organization gives financial assistance to people to help them make ends meet. For example, with the financial assistance, people might be able to struggle less to afford basic needs, like paying off debts, paying rent, and buying clothes and food. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial assistance to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.",Poverty Alleviation Organization,1,1,1,1.634,14.778,40.12,3,,,,,,,,,,,50,50,1,2,1,8,,4,2,6,1,1,1,1,1,1,2,52,1,150000,4,6,5,1,3,1,2,2,"I think that they will spend money on food, shelter and clothing.",Thanks for the opportunity to participate and good luck with your research!  I didn't find any parts of the survey to be confusing.,1,,,,0,R_27xjhbcU7ZDldmp,FALSE,,FALSE,4
677,R_3DxEmKxiHcHpZ5f,Default Response Set,Anonymous,,,,0,12/15/18 16:27,12/15/18 16:30,1,,poverty,"The goal of the <strong>Poverty Alleviation Organization</strong> is to alleviate poverty and reduce financial hardship among the poor. This organization believes that people living in poverty should be given income support to help them meet their basic needs. This organization aims to help promote a decent standard of living among the poor and help them deal with emergencies.<BR><BR>Thus, the Poverty Alleviation Organization gives financial assistance to people to help them make ends meet. For example, with the financial assistance, people might be able to struggle less to afford basic needs, like paying off debts, paying rent, and buying clothes and food. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial assistance to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.",Poverty Alleviation Organization,1,1,1,3.161,3.161,16.619,1,,,,,,,,,,,100,0,1,2,1,7,5,,2,5,4,4,1,1,1,1,2,23,1,50000,3,5,2,1,3,2,2,1,food,no,1,,,,0,R_3DxEmKxiHcHpZ5f,FALSE,,FALSE,5
678,R_3lWS1IQMGOYuI6J,Default Response Set,Anonymous,,,,0,12/15/18 15:38,12/15/18 16:30,1,,community,"The goal of the <strong>Community Empowerment Organization</strong> is to enable people to help promote better futures for those they care about and want to support most. The organization believes that people know best how to support each other and grow together if they have financial resources to do so. This organization aims to empower people to improve their own lives and those of the people and communities they care about most. <BR><BR>Thus, the Community Empowerment Organization gives financial resources to community members to enable them to contribute positively to the lives of people important to them. For example, when people can invest in themselves, they are better able to expand employment opportunities for others, provide valuable services to their community, or teach others, including children, useful skills and knowledge. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.",Community Empowerment Organization,1,1,,,,,,,,,,,1,0,0,35.307,0,100,0,1,1,1,5,,5,2,5,4,2,1,1,1,1,2,35,1,90000,5,4,2,1,1,2,3,2,I think they will spend their money on themselves and family for food.,Good study.,1,,,,0,R_3lWS1IQMGOYuI6J,FALSE,,FALSE,5
679,R_3RqftnhmLhJHiBz,Default Response Set,Anonymous,,,,0,12/15/18 16:25,12/15/18 16:30,1,,community,"The goal of the <strong>Community Empowerment Organization</strong> is to enable people to help promote better futures for those they care about and want to support most. The organization believes that people know best how to support each other and grow together if they have financial resources to do so. This organization aims to empower people to improve their own lives and those of the people and communities they care about most. <BR><BR>Thus, the Community Empowerment Organization gives financial resources to community members to enable them to contribute positively to the lives of people important to them. For example, when people can invest in themselves, they are better able to expand employment opportunities for others, provide valuable services to their community, or teach others, including children, useful skills and knowledge. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.",Community Empowerment Organization,1,1,,,,,,,,,,,1,2.555,4.861,22.193,2,88,12,1,2,1,4,3,,4,3,5,1,1,1,1,1,2,34,1,50000,4,5,5,5,2,6,1,2,They may spend it on food. Though it is possible they may just waste the money too.,No parts were confusing. ,1,,,,0,R_3RqftnhmLhJHiBz,FALSE,,FALSE,3
680,R_3QFwMEWSYYDH2Yv,Default Response Set,Anonymous,,,,0,12/15/18 16:24,12/15/18 16:30,1,,community,"The goal of the <strong>Community Empowerment Organization</strong> is to enable people to help promote better futures for those they care about and want to support most. The organization believes that people know best how to support each other and grow together if they have financial resources to do so. This organization aims to empower people to improve their own lives and those of the people and communities they care about most. <BR><BR>Thus, the Community Empowerment Organization gives financial resources to community members to enable them to contribute positively to the lives of people important to them. For example, when people can invest in themselves, they are better able to expand employment opportunities for others, provide valuable services to their community, or teach others, including children, useful skills and knowledge. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.",Community Empowerment Organization,1,1,,,,,,,,,,,1,0,0,58.831,0,85,15,1,3,1,7,,5,4,5,5,9,1,1,1,1,1,44,2,70000,5,3,3,5,3,6,3,2,not sure,no,1,,,,0,R_3QFwMEWSYYDH2Yv,FALSE,,FALSE,5
681,R_1PXflTe5D2gX7Dl,Default Response Set,Anonymous,,,,0,12/15/18 16:28,12/15/18 16:30,1,,individual,"The goal of the <strong>Individual Empowerment Organization</strong>  is to promote individuals' potential to create a better future for themselves. The organization believes that individuals are wise and know best how to help themselves become self-reliant if they have the financial resources to do so. This organization aims to empower individuals to pursue their personal interests and create their own path to independence. <BR><BR>Thus, the Individual Empowerment Organization gives financial resources to individuals to enable them to invest in their personal goals. For example, people might use their unique talents to start a self-run business, invest in job training courses, or create art.  <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.",Individual Empowerment Organization,1,1,,,,,,1,0.856,16.44,16.718,2,,,,,,95,5,1,4,1,4,,5,4,2,6,6,1,2,1,1,2,30,2,30000,4,3,4,1,3,2,2,1,Oranzations,,1,,,,0,R_1PXflTe5D2gX7Dl,FALSE,,FALSE,5
682,R_2OMW0wRjqReBu3u,Default Response Set,Anonymous,,,,0,12/15/18 16:22,12/15/18 16:31,1,,individual,"The goal of the <strong>Individual Empowerment Organization</strong>  is to promote individuals' potential to create a better future for themselves. The organization believes that individuals are wise and know best how to help themselves become self-reliant if they have the financial resources to do so. This organization aims to empower individuals to pursue their personal interests and create their own path to independence. <BR><BR>Thus, the Individual Empowerment Organization gives financial resources to individuals to enable them to invest in their personal goals. For example, people might use their unique talents to start a self-run business, invest in job training courses, or create art.  <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.",Individual Empowerment Organization,1,1,,,,,,1,8.301,138.312,139.44,15,,,,,,90,10,1,4,1,2,6,,4,6,1,3,1,1,1,1,1,32,1,10000,1,4,2,5,3,6,1,1,Food,,1,,,,0,R_2OMW0wRjqReBu3u,FALSE,,FALSE,6
683,R_1CDxuGKaG21nyku,Default Response Set,Anonymous,,,,0,12/15/18 16:22,12/15/18 16:31,1,,individual,"The goal of the <strong>Individual Empowerment Organization</strong>  is to promote individuals' potential to create a better future for themselves. The organization believes that individuals are wise and know best how to help themselves become self-reliant if they have the financial resources to do so. This organization aims to empower individuals to pursue their personal interests and create their own path to independence. <BR><BR>Thus, the Individual Empowerment Organization gives financial resources to individuals to enable them to invest in their personal goals. For example, people might use their unique talents to start a self-run business, invest in job training courses, or create art.  <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.",Individual Empowerment Organization,1,1,,,,,,1,0,0,62.15,0,,,,,,50,50,1,2,1,7,4,,2,2,2,2,1,2,1,1,2,52,2,50000,1,4,5,1,1,6,2,1,I think they will spend the money on something that will hopefully enable them to make more money on their own in the future. ,"No, not confusing. ",1,,,,0,R_1CDxuGKaG21nyku,FALSE,,FALSE,4
684,R_2WC1TmO9Yr9Riyu,Default Response Set,Anonymous,,,,0,12/15/18 16:19,12/15/18 16:31,1,,individual,"The goal of the <strong>Individual Empowerment Organization</strong>  is to promote individuals' potential to create a better future for themselves. The organization believes that individuals are wise and know best how to help themselves become self-reliant if they have the financial resources to do so. This organization aims to empower individuals to pursue their personal interests and create their own path to independence. <BR><BR>Thus, the Individual Empowerment Organization gives financial resources to individuals to enable them to invest in their personal goals. For example, people might use their unique talents to start a self-run business, invest in job training courses, or create art.  <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.",Individual Empowerment Organization,1,1,,,,,,1,0,0,30.849,0,,,,,,100,0,1,1,1,6,,3,1,6,2,1,1,1,1,1,2,66,1,70000,2,7,7,1,2,6,1,2,food,,1,,,,0,R_2WC1TmO9Yr9Riyu,FALSE,,FALSE,3
685,R_295O05k8EkZMYN4,Default Response Set,Anonymous,,,,0,12/15/18 16:24,12/15/18 16:32,1,,individual,"The goal of the <strong>Individual Empowerment Organization</strong>  is to promote individuals' potential to create a better future for themselves. The organization believes that individuals are wise and know best how to help themselves become self-reliant if they have the financial resources to do so. This organization aims to empower individuals to pursue their personal interests and create their own path to independence. <BR><BR>Thus, the Individual Empowerment Organization gives financial resources to individuals to enable them to invest in their personal goals. For example, people might use their unique talents to start a self-run business, invest in job training courses, or create art.  <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.",Individual Empowerment Organization,1,1,,,,,,1,62.264,62.264,63.559,1,,,,,,100,0,1,3,1,6,,4,2,3,3,6,1,1,1,1,1,26,1,50000,3,2,2,1,1,1,5,1,helping the individuals described in the article.,no,1,,,,0,R_295O05k8EkZMYN4,FALSE,,FALSE,4
686,R_2Ckyy05Xybjer3R,Default Response Set,Anonymous,,,,0,12/15/18 16:25,12/15/18 16:32,1,,poverty,"The goal of the <strong>Poverty Alleviation Organization</strong> is to alleviate poverty and reduce financial hardship among the poor. This organization believes that people living in poverty should be given income support to help them meet their basic needs. This organization aims to help promote a decent standard of living among the poor and help them deal with emergencies.<BR><BR>Thus, the Poverty Alleviation Organization gives financial assistance to people to help them make ends meet. For example, with the financial assistance, people might be able to struggle less to afford basic needs, like paying off debts, paying rent, and buying clothes and food. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial assistance to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.",Poverty Alleviation Organization,1,1,1,2.287,10.719,43.458,3,,,,,,,,,,,10,90,1,3,1,9,1,,4,6,1,1,1,1,1,1,2,47,1,130000,4,3,1,1,3,6,1,2,"Basic needs, rent, debt, food and/or clothes",no,1,,,,0,R_2Ckyy05Xybjer3R,FALSE,,FALSE,1
687,R_1plBeeh2Qg5Zhfa,Default Response Set,Anonymous,,,,0,12/15/18 16:24,12/15/18 16:32,1,,poverty,"The goal of the <strong>Poverty Alleviation Organization</strong> is to alleviate poverty and reduce financial hardship among the poor. This organization believes that people living in poverty should be given income support to help them meet their basic needs. This organization aims to help promote a decent standard of living among the poor and help them deal with emergencies.<BR><BR>Thus, the Poverty Alleviation Organization gives financial assistance to people to help them make ends meet. For example, with the financial assistance, people might be able to struggle less to afford basic needs, like paying off debts, paying rent, and buying clothes and food. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial assistance to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.",Poverty Alleviation Organization,1,1,1,0,0,38.553,0,,,,,,,,,,,100,0,1,1,1,9,,3,2,6,5,2,1,1,1,1,2,67,1,30000,1,4,1,1,4,1,2,2,Food and clothing.,"In the two choices for the cause of poverty, neither was accurate.  A lack of support for capitalism is the leading cause of poverty.  When so much corruption exists that the free market is impossible, poverty will prevail.",1,,,,0,R_1plBeeh2Qg5Zhfa,FALSE,,FALSE,3
