"","NA.","ID","ResponseSet","Name","ExternalDataReference","EmailAddress","IPAddress","Status","StartDate","EndDate","Finished","MTurkCode","condition","text","name","consent","commit","frame_pov","time_pov_1","time_pov_2","time_pov_3","time_pov_4","frame_ind","time_ind_1","time_ind_2","time_ind_3","time_ind_4","frame.com","tim_com_1","tim_com_2","tim_com_3","tim_com_4","donation_pov_1","donation_pov_2","mission","encourage","statement1","stat.ladder_14","stat.me.N","stat.me.N_reversed","spot1","recip.improve","recip.impact","recip.ladder_14","comp.intro","check.wage","check.who","intro","priorgiving","age","gender","income","hhsize","educ","educ.parent","race","party","religion","religiosity","pwe_4","usemoney","feedback.survey","code","LocationLatitude","LocationLongitude","LocationAccuracy","in.progress","survey.id","failchecks","usa.ip","dup_IP","stat.me","treat","pov","ind","com","donation_me","donation_org","donated","donor_status","recip.impact_r","recip.improve_r","recip.ladder_r","priordonor","gen.fem","income.hh","hi.income.hh","hi.income","edu.self.ba","edu.par.ba","race.minor","is.religi","is.chr","is.dem","priordonor.c","gen.fem.c","hi.income.hh.c","edu.self.ba.c","race.minor.c","is.religi.c","is.chr.c","is.dem.c"
"1023",1023,"R_1hGp7pgctx4YngV","Default Response Set","Anonymous",NA,NA,NA,0,"12/15/18 18:10","12/15/18 18:18",1,NA,"individual","The goal of the <strong>Individual Empowerment Organization</strong>  is to promote individuals' potential to create a better future for themselves. The organization believes that individuals are wise and know best how to help themselves become self-reliant if they have the financial resources to do so. This organization aims to empower individuals to pursue their personal interests and create their own path to independence. <BR><BR>Thus, the Individual Empowerment Organization gives financial resources to individuals to enable them to invest in their personal goals. For example, people might use their unique talents to start a self-run business, invest in job training courses, or create art.  <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.","Individual Empowerment Organization",1,1,NA,NA,NA,NA,NA,1,0,0,105.46,0,NA,NA,NA,NA,NA,100,0,1,1,1,8,5,NA,2,6,4,3,1,1,1,1,1,38,2,70000,1,5,7,1,3,6,1,1,"living expenses","no",1,NA,NA,NA,0,"R_1hGp7pgctx4YngV",FALSE,NA,FALSE,5,"Ind",0,1,0,100,0,FALSE,8,4,2,8,0,1,70000,1,1,1,1,0,0,1,1,-0.470631424375918,0.484937545922116,0.511078286558346,0.454812637766348,-0.258633357825129,-0.386480529022777,0.483468038207201,0.563556208670096
"1024",1024,"R_2QWgWL3wIzwCr14","Default Response Set","Anonymous",NA,NA,NA,0,"12/15/18 18:12","12/15/18 18:18",1,NA,"community","The goal of the <strong>Community Empowerment Organization</strong> is to enable people to help promote better futures for those they care about and want to support most. The organization believes that people know best how to support each other and grow together if they have financial resources to do so. This organization aims to empower people to improve their own lives and those of the people and communities they care about most. <BR><BR>Thus, the Community Empowerment Organization gives financial resources to community members to enable them to contribute positively to the lives of people important to them. For example, when people can invest in themselves, they are better able to expand employment opportunities for others, provide valuable services to their community, or teach others, including children, useful skills and knowledge. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.","Community Empowerment Organization",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,39.533,39.533,41.86,1,0,100,1,3,1,6,4,NA,2,4,3,1,1,1,1,1,2,53,1,90000,4,6,2,1,2,6,1,2,"food",NA,1,NA,NA,NA,0,"R_2QWgWL3wIzwCr14",FALSE,NA,FALSE,4,"Com",0,0,1,0,100,TRUE,6,5,4,10,1,0,45000,1,1,1,0,0,0,1,0,0.529368575624082,-0.515062454077884,0.511078286558346,0.454812637766348,-0.258633357825129,-0.386480529022777,0.483468038207201,-0.436443791329904
"1025",1025,"R_Uhy5rTREd3v34aJ","Default Response Set","Anonymous",NA,NA,NA,0,"12/15/18 18:14","12/15/18 18:18",1,NA,"individual","The goal of the <strong>Individual Empowerment Organization</strong>  is to promote individuals' potential to create a better future for themselves. The organization believes that individuals are wise and know best how to help themselves become self-reliant if they have the financial resources to do so. This organization aims to empower individuals to pursue their personal interests and create their own path to independence. <BR><BR>Thus, the Individual Empowerment Organization gives financial resources to individuals to enable them to invest in their personal goals. For example, people might use their unique talents to start a self-run business, invest in job training courses, or create art.  <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.","Individual Empowerment Organization",1,1,NA,NA,NA,NA,NA,1,0,0,61.337,0,NA,NA,NA,NA,NA,60,40,1,3,1,3,NA,5,2,6,4,1,1,2,1,1,1,32,2,10000,3,3,3,3,3,1,3,2,"food",NA,1,NA,NA,NA,0,"R_Uhy5rTREd3v34aJ",FALSE,NA,FALSE,5,"Ind",0,1,0,60,40,TRUE,3,4,2,10,0,1,5773.50269189626,0,0,0,0,1,1,0,1,-0.470631424375918,0.484937545922116,-0.488921713441654,-0.545187362233652,0.741366642174871,0.613519470977223,-0.516531961792799,0.563556208670096
"1026",1026,"R_2PChwPChURFRGmg","Default Response Set","Anonymous",NA,NA,NA,0,"12/15/18 18:14","12/15/18 18:19",1,NA,"community","The goal of the <strong>Community Empowerment Organization</strong> is to enable people to help promote better futures for those they care about and want to support most. The organization believes that people know best how to support each other and grow together if they have financial resources to do so. This organization aims to empower people to improve their own lives and those of the people and communities they care about most. <BR><BR>Thus, the Community Empowerment Organization gives financial resources to community members to enable them to contribute positively to the lives of people important to them. For example, when people can invest in themselves, they are better able to expand employment opportunities for others, provide valuable services to their community, or teach others, including children, useful skills and knowledge. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.","Community Empowerment Organization",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.4,27.591,37.426,32,86,14,1,3,1,1,NA,6,3,5,2,1,1,1,1,1,1,39,2,30000,2,5,2,3,2,6,1,2,"Supplies to start a business","None",1,NA,NA,NA,0,"R_2PChwPChURFRGmg",FALSE,NA,FALSE,6,"Com",0,0,1,86,14,TRUE,1,6,3,10,0,1,21213.2034355964,0,0,1,0,1,0,1,0,-0.470631424375918,0.484937545922116,-0.488921713441654,0.454812637766348,0.741366642174871,-0.386480529022777,0.483468038207201,-0.436443791329904
"1027",1027,"R_Oy6ang8UtRzBzln","Default Response Set","Anonymous",NA,NA,NA,0,"12/15/18 18:14","12/15/18 18:19",1,NA,"community","The goal of the <strong>Community Empowerment Organization</strong> is to enable people to help promote better futures for those they care about and want to support most. The organization believes that people know best how to support each other and grow together if they have financial resources to do so. This organization aims to empower people to improve their own lives and those of the people and communities they care about most. <BR><BR>Thus, the Community Empowerment Organization gives financial resources to community members to enable them to contribute positively to the lives of people important to them. For example, when people can invest in themselves, they are better able to expand employment opportunities for others, provide valuable services to their community, or teach others, including children, useful skills and knowledge. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.","Community Empowerment Organization",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,42.916,0,50,50,1,1,1,7,4,NA,3,5,4,2,1,1,1,1,1,33,2,50000,2,5,6,1,2,1,4,1,"Food for themselves and others, maybe other essential items.",NA,1,NA,NA,NA,0,"R_Oy6ang8UtRzBzln",FALSE,NA,FALSE,4,"Com",0,0,1,50,50,TRUE,7,4,3,9,0,1,35355.3390593274,1,0,1,1,0,1,0,0,-0.470631424375918,0.484937545922116,0.511078286558346,0.454812637766348,-0.258633357825129,0.613519470977223,-0.516531961792799,-0.436443791329904
"1028",1028,"R_1oIsLcFqFjA2JH0","Default Response Set","Anonymous",NA,NA,NA,0,"12/15/18 18:10","12/15/18 18:19",1,NA,"poverty","The goal of the <strong>Poverty Alleviation Organization</strong> is to alleviate poverty and reduce financial hardship among the poor. This organization believes that people living in poverty should be given income support to help them meet their basic needs. This organization aims to help promote a decent standard of living among the poor and help them deal with emergencies.<BR><BR>Thus, the Poverty Alleviation Organization gives financial assistance to people to help them make ends meet. For example, with the financial assistance, people might be able to struggle less to afford basic needs, like paying off debts, paying rent, and buying clothes and food. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial assistance to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.","Poverty Alleviation Organization",1,1,1,60.556,60.556,90.778,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,1,1,1,1,2,NA,3,6,1,1,1,1,1,1,1,37,2,10000,4,2,2,1,2,6,1,2,"Food","None and nothing was confusing.",1,NA,NA,NA,0,"R_1oIsLcFqFjA2JH0",FALSE,NA,FALSE,2,"Pov",1,0,0,100,0,FALSE,1,7,2,10,0,1,5000,0,0,0,0,0,0,1,0,-0.470631424375918,0.484937545922116,-0.488921713441654,-0.545187362233652,-0.258633357825129,-0.386480529022777,0.483468038207201,-0.436443791329904
"1029",1029,"R_24Oct4ga6OEw6NS","Default Response Set","Anonymous",NA,NA,NA,0,"12/15/18 18:12","12/15/18 18:19",1,NA,"community","The goal of the <strong>Community Empowerment Organization</strong> is to enable people to help promote better futures for those they care about and want to support most. The organization believes that people know best how to support each other and grow together if they have financial resources to do so. This organization aims to empower people to improve their own lives and those of the people and communities they care about most. <BR><BR>Thus, the Community Empowerment Organization gives financial resources to community members to enable them to contribute positively to the lives of people important to them. For example, when people can invest in themselves, they are better able to expand employment opportunities for others, provide valuable services to their community, or teach others, including children, useful skills and knowledge. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.","Community Empowerment Organization",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,55.193,55.193,56.19,1,10,90,1,4,1,6,3,NA,2,2,1,1,1,1,1,1,2,59,2,70000,1,5,5,3,3,1,4,2,"Food","Not confusing. Would like to see the money used for microlending so that the people of Kenya could have their own businesses and export their products!",1,NA,NA,NA,0,"R_24Oct4ga6OEw6NS",FALSE,NA,FALSE,3,"Com",0,0,1,10,90,TRUE,6,7,6,10,1,1,70000,1,1,1,1,1,1,0,1,0.529368575624082,0.484937545922116,0.511078286558346,0.454812637766348,0.741366642174871,0.613519470977223,-0.516531961792799,0.563556208670096
"1030",1030,"R_3hsb8g74irF5fke","Default Response Set","Anonymous",NA,NA,NA,0,"12/15/18 18:12","12/15/18 18:20",1,NA,"poverty","The goal of the <strong>Poverty Alleviation Organization</strong> is to alleviate poverty and reduce financial hardship among the poor. This organization believes that people living in poverty should be given income support to help them meet their basic needs. This organization aims to help promote a decent standard of living among the poor and help them deal with emergencies.<BR><BR>Thus, the Poverty Alleviation Organization gives financial assistance to people to help them make ends meet. For example, with the financial assistance, people might be able to struggle less to afford basic needs, like paying off debts, paying rent, and buying clothes and food. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial assistance to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.","Poverty Alleviation Organization",1,1,1,0,0,80.377,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,1,3,1,8,NA,3,1,2,2,2,1,2,1,1,2,44,1,50000,3,5,5,1,2,6,1,2,"food, shelter, fuel, clothes",NA,1,NA,NA,NA,0,"R_3hsb8g74irF5fke",FALSE,NA,FALSE,3,"Pov",1,0,0,50,50,TRUE,8,6,6,9,1,0,28867.5134594813,0,0,1,1,0,0,1,0,0.529368575624082,-0.515062454077884,-0.488921713441654,0.454812637766348,-0.258633357825129,-0.386480529022777,0.483468038207201,-0.436443791329904
"1031",1031,"R_3fx7pmZZt7HR7Zq","Default Response Set","Anonymous",NA,NA,NA,0,"12/15/18 18:11","12/15/18 18:20",1,NA,"poverty","The goal of the <strong>Poverty Alleviation Organization</strong> is to alleviate poverty and reduce financial hardship among the poor. This organization believes that people living in poverty should be given income support to help them meet their basic needs. This organization aims to help promote a decent standard of living among the poor and help them deal with emergencies.<BR><BR>Thus, the Poverty Alleviation Organization gives financial assistance to people to help them make ends meet. For example, with the financial assistance, people might be able to struggle less to afford basic needs, like paying off debts, paying rent, and buying clothes and food. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial assistance to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.","Poverty Alleviation Organization",1,1,1,0,0,30.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,1,3,1,6,4,NA,2,4,2,1,1,2,1,1,2,35,2,30000,1,6,2,1,1,2,5,2,"Buy daily necessities they couldn't otherwise afford, like clothes or extra food","No",1,NA,NA,NA,0,"R_3fx7pmZZt7HR7Zq",FALSE,NA,FALSE,4,"Pov",1,0,0,50,50,TRUE,6,6,4,10,1,1,30000,0,0,1,0,0,1,0,0,0.529368575624082,0.484937545922116,-0.488921713441654,0.454812637766348,-0.258633357825129,0.613519470977223,-0.516531961792799,-0.436443791329904
"1032",1032,"R_2fJLTPPqLyGwLuM","Default Response Set","Anonymous",NA,NA,NA,0,"12/15/18 17:45","12/15/18 18:20",1,NA,"community","The goal of the <strong>Community Empowerment Organization</strong> is to enable people to help promote better futures for those they care about and want to support most. The organization believes that people know best how to support each other and grow together if they have financial resources to do so. This organization aims to empower people to improve their own lives and those of the people and communities they care about most. <BR><BR>Thus, the Community Empowerment Organization gives financial resources to community members to enable them to contribute positively to the lives of people important to them. For example, when people can invest in themselves, they are better able to expand employment opportunities for others, provide valuable services to their community, or teach others, including children, useful skills and knowledge. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.","Community Empowerment Organization",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,32.591,65.779,79.162,2,100,0,1,1,1,4,NA,4,2,7,7,2,1,1,1,1,2,28,1,90000,1,5,5,1,2,1,2,1,"It would depend on the individual recipients.","No additional feedback at this time.",1,NA,NA,NA,0,"R_2fJLTPPqLyGwLuM",FALSE,NA,FALSE,4,"Com",0,0,1,100,0,FALSE,4,1,1,9,1,0,90000,1,1,1,1,0,0,0,0,0.529368575624082,-0.515062454077884,0.511078286558346,0.454812637766348,-0.258633357825129,-0.386480529022777,-0.516531961792799,-0.436443791329904
"1033",1033,"R_qJi2rnITzZ2T8xX","Default Response Set","Anonymous",NA,NA,NA,0,"12/15/18 18:17","12/15/18 18:21",1,NA,"poverty","The goal of the <strong>Poverty Alleviation Organization</strong> is to alleviate poverty and reduce financial hardship among the poor. This organization believes that people living in poverty should be given income support to help them meet their basic needs. This organization aims to help promote a decent standard of living among the poor and help them deal with emergencies.<BR><BR>Thus, the Poverty Alleviation Organization gives financial assistance to people to help them make ends meet. For example, with the financial assistance, people might be able to struggle less to afford basic needs, like paying off debts, paying rent, and buying clothes and food. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial assistance to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.","Poverty Alleviation Organization",1,1,1,0,0,29.689,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,1,4,1,5,NA,3,2,5,2,1,1,1,1,1,2,57,2,30000,2,3,2,1,3,6,1,2,"Food","nothing thanks",1,NA,NA,NA,0,"R_qJi2rnITzZ2T8xX",FALSE,NA,FALSE,3,"Pov",1,0,0,50,50,TRUE,5,6,3,10,1,1,21213.2034355964,0,0,0,0,0,0,1,1,0.529368575624082,0.484937545922116,-0.488921713441654,-0.545187362233652,-0.258633357825129,-0.386480529022777,0.483468038207201,0.563556208670096
"1034",1034,"R_3qqHjgqfHqXve64","Default Response Set","Anonymous",NA,NA,NA,0,"12/15/18 18:18","12/15/18 18:21",1,NA,"poverty","The goal of the <strong>Poverty Alleviation Organization</strong> is to alleviate poverty and reduce financial hardship among the poor. This organization believes that people living in poverty should be given income support to help them meet their basic needs. This organization aims to help promote a decent standard of living among the poor and help them deal with emergencies.<BR><BR>Thus, the Poverty Alleviation Organization gives financial assistance to people to help them make ends meet. For example, with the financial assistance, people might be able to struggle less to afford basic needs, like paying off debts, paying rent, and buying clothes and food. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial assistance to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.","Poverty Alleviation Organization",1,1,1,3.109,6.029,17.375,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,1,4,1,4,4,NA,2,4,2,1,1,1,1,1,1,24,2,30000,2,5,2,1,3,6,1,2,"Food, water, shelter, clothing",NA,1,NA,NA,NA,0,"R_3qqHjgqfHqXve64",FALSE,NA,FALSE,4,"Pov",1,0,0,50,50,TRUE,4,6,4,10,0,1,21213.2034355964,0,0,1,0,0,0,1,1,-0.470631424375918,0.484937545922116,-0.488921713441654,0.454812637766348,-0.258633357825129,-0.386480529022777,0.483468038207201,0.563556208670096
"1035",1035,"R_3Kols75eLq1Bs0t","Default Response Set","Anonymous",NA,NA,NA,0,"12/15/18 18:15","12/15/18 18:21",1,NA,"individual","The goal of the <strong>Individual Empowerment Organization</strong>  is to promote individuals' potential to create a better future for themselves. The organization believes that individuals are wise and know best how to help themselves become self-reliant if they have the financial resources to do so. This organization aims to empower individuals to pursue their personal interests and create their own path to independence. <BR><BR>Thus, the Individual Empowerment Organization gives financial resources to individuals to enable them to invest in their personal goals. For example, people might use their unique talents to start a self-run business, invest in job training courses, or create art.  <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.","Individual Empowerment Organization",1,1,NA,NA,NA,NA,NA,1,20.817,20.817,39.925,1,NA,NA,NA,NA,NA,70,30,1,5,1,9,6,NA,2,2,2,7,1,2,1,1,1,33,2,30000,4,4,3,3,3,6,5,2,"Their training or their start up businesses.","No not at this time. ",1,NA,NA,NA,0,"R_3Kols75eLq1Bs0t",FALSE,NA,FALSE,6,"Ind",0,1,0,70,30,TRUE,9,6,6,4,0,1,15000,0,0,0,0,1,1,1,1,-0.470631424375918,0.484937545922116,-0.488921713441654,-0.545187362233652,0.741366642174871,0.613519470977223,0.483468038207201,0.563556208670096
"1036",1036,"R_1LnY6T1mB8Q4WRp","Default Response Set","Anonymous",NA,NA,NA,0,"12/15/18 18:16","12/15/18 18:21",1,NA,"poverty","The goal of the <strong>Poverty Alleviation Organization</strong> is to alleviate poverty and reduce financial hardship among the poor. This organization believes that people living in poverty should be given income support to help them meet their basic needs. This organization aims to help promote a decent standard of living among the poor and help them deal with emergencies.<BR><BR>Thus, the Poverty Alleviation Organization gives financial assistance to people to help them make ends meet. For example, with the financial assistance, people might be able to struggle less to afford basic needs, like paying off debts, paying rent, and buying clothes and food. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial assistance to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.","Poverty Alleviation Organization",1,1,1,0,0,59.338,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,20,1,2,1,6,NA,4,2,4,3,2,1,2,1,1,1,26,2,110000,3,5,5,1,2,6,1,2,"food and items to survive",NA,1,NA,NA,NA,0,"R_1LnY6T1mB8Q4WRp",FALSE,NA,FALSE,4,"Pov",1,0,0,80,20,TRUE,6,5,4,9,0,1,63508.5296108588,1,1,1,1,0,0,1,0,-0.470631424375918,0.484937545922116,0.511078286558346,0.454812637766348,-0.258633357825129,-0.386480529022777,0.483468038207201,-0.436443791329904
"1037",1037,"R_2WNeqdwsZNNpujM","Default Response Set","Anonymous",NA,NA,NA,0,"12/15/18 18:09","12/15/18 18:21",1,NA,"individual","The goal of the <strong>Individual Empowerment Organization</strong>  is to promote individuals' potential to create a better future for themselves. The organization believes that individuals are wise and know best how to help themselves become self-reliant if they have the financial resources to do so. This organization aims to empower individuals to pursue their personal interests and create their own path to independence. <BR><BR>Thus, the Individual Empowerment Organization gives financial resources to individuals to enable them to invest in their personal goals. For example, people might use their unique talents to start a self-run business, invest in job training courses, or create art.  <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.","Individual Empowerment Organization",1,1,NA,NA,NA,NA,NA,1,0,0,53.636,0,NA,NA,NA,NA,NA,0,100,1,4,1,8,4,NA,2,3,1,2,1,2,1,1,2,37,2,90000,3,5,5,4,1,1,5,2,"Supplies for work/job/sales, food, clothing, items to make life a bit easier, or medicine. ","I think third option between lazy vs treated unfairly. I truly believe that the world is harsh and can be unfair, but this is because we as people are not perfect and very broken. The problems in society can be due to laziness, but that it a larger symptom of the wickedness and brokenness. So yes to both, both are the reasons, stemming from a broken world. ",1,NA,NA,NA,0,"R_2WNeqdwsZNNpujM",FALSE,NA,FALSE,4,"Ind",0,1,0,0,100,TRUE,8,7,5,9,1,1,51961.5242270663,1,1,1,1,1,1,0,0,0.529368575624082,0.484937545922116,0.511078286558346,0.454812637766348,0.741366642174871,0.613519470977223,-0.516531961792799,-0.436443791329904
"1038",1038,"R_3qBYsZqeOs1Db41","Default Response Set","Anonymous",NA,NA,NA,0,"12/15/18 18:13","12/15/18 18:22",1,NA,"individual","The goal of the <strong>Individual Empowerment Organization</strong>  is to promote individuals' potential to create a better future for themselves. The organization believes that individuals are wise and know best how to help themselves become self-reliant if they have the financial resources to do so. This organization aims to empower individuals to pursue their personal interests and create their own path to independence. <BR><BR>Thus, the Individual Empowerment Organization gives financial resources to individuals to enable them to invest in their personal goals. For example, people might use their unique talents to start a self-run business, invest in job training courses, or create art.  <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.","Individual Empowerment Organization",1,1,NA,NA,NA,NA,NA,1,18.197,18.197,33.906,1,NA,NA,NA,NA,NA,100,0,1,1,1,5,5,NA,2,2,4,2,1,1,1,1,3,26,2,90000,2,4,5,2,3,6,1,2,"their personal goals, art, etc",NA,1,NA,NA,NA,0,"R_3qBYsZqeOs1Db41",FALSE,NA,FALSE,5,"Ind",0,1,0,100,0,FALSE,5,4,6,9,0,1,63639.6103067893,1,1,0,1,1,0,1,1,-0.470631424375918,0.484937545922116,0.511078286558346,-0.545187362233652,0.741366642174871,-0.386480529022777,0.483468038207201,0.563556208670096
"1039",1039,"R_2yqjvyxxfxXH5U2","Default Response Set","Anonymous",NA,NA,NA,0,"12/15/18 18:15","12/15/18 18:22",1,NA,"community","The goal of the <strong>Community Empowerment Organization</strong> is to enable people to help promote better futures for those they care about and want to support most. The organization believes that people know best how to support each other and grow together if they have financial resources to do so. This organization aims to empower people to improve their own lives and those of the people and communities they care about most. <BR><BR>Thus, the Community Empowerment Organization gives financial resources to community members to enable them to contribute positively to the lives of people important to them. For example, when people can invest in themselves, they are better able to expand employment opportunities for others, provide valuable services to their community, or teach others, including children, useful skills and knowledge. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial resources to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.","Community Empowerment Organization",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,45.772,0,50,50,1,3,1,6,NA,1,1,5,2,2,1,1,1,1,1,37,2,70000,2,5,6,1,1,2,3,2,"They will contribute to other people in their lives who are important to them.","No",1,NA,NA,NA,0,"R_2yqjvyxxfxXH5U2",FALSE,NA,FALSE,1,"Com",0,0,1,50,50,TRUE,6,6,3,9,0,1,49497.4746830583,1,1,1,1,0,1,0,0,-0.470631424375918,0.484937545922116,0.511078286558346,0.454812637766348,-0.258633357825129,0.613519470977223,-0.516531961792799,-0.436443791329904
"1040",1040,"R_6xqUY4ti4epCn1D","Default Response Set","Anonymous",NA,NA,NA,0,"12/15/18 18:12","12/15/18 18:22",1,NA,"poverty","The goal of the <strong>Poverty Alleviation Organization</strong> is to alleviate poverty and reduce financial hardship among the poor. This organization believes that people living in poverty should be given income support to help them meet their basic needs. This organization aims to help promote a decent standard of living among the poor and help them deal with emergencies.<BR><BR>Thus, the Poverty Alleviation Organization gives financial assistance to people to help them make ends meet. For example, with the financial assistance, people might be able to struggle less to afford basic needs, like paying off debts, paying rent, and buying clothes and food. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial assistance to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.","Poverty Alleviation Organization",1,1,1,0,0,51.142,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,5,1,3,1,6,4,NA,2,5,1,1,1,2,1,1,1,44,2,70000,3,5,4,1,2,6,1,2,"food","no",1,NA,NA,NA,0,"R_6xqUY4ti4epCn1D",FALSE,NA,FALSE,4,"Pov",1,0,0,95,5,TRUE,6,7,3,10,0,1,40414.5188432738,1,1,1,0,0,0,1,0,-0.470631424375918,0.484937545922116,0.511078286558346,0.454812637766348,-0.258633357825129,-0.386480529022777,0.483468038207201,-0.436443791329904
"1041",1041,"R_2PAprLhFJGPikeg","Default Response Set","Anonymous",NA,NA,NA,0,"12/15/18 18:19","12/15/18 18:23",1,NA,"poverty","The goal of the <strong>Poverty Alleviation Organization</strong> is to alleviate poverty and reduce financial hardship among the poor. This organization believes that people living in poverty should be given income support to help them meet their basic needs. This organization aims to help promote a decent standard of living among the poor and help them deal with emergencies.<BR><BR>Thus, the Poverty Alleviation Organization gives financial assistance to people to help them make ends meet. For example, with the financial assistance, people might be able to struggle less to afford basic needs, like paying off debts, paying rent, and buying clothes and food. <BR><BR>Towards that mission, this nonprofit gives one-time transfers of financial assistance to people in urban slums in Nairobi, Kenya, East Africa. They give each recipient $4 USD (about two days wages) in cash. These program recipients are people who live on less than $2 per day, and half of recipients have no savings.","Poverty Alleviation Organization",1,1,1,7.859,13.171,55.968,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,1,1,1,7,4,NA,2,7,6,3,1,1,1,1,2,46,2,70000,1,5,5,3,1,1,3,1,"alcohol and drugs",NA,1,NA,NA,NA,0,"R_2PAprLhFJGPikeg",FALSE,NA,FALSE,4,"Pov",1,0,0,100,0,FALSE,7,2,1,8,1,1,70000,1,1,1,1,1,1,0,0,0.529368575624082,0.484937545922116,0.511078286558346,0.454812637766348,0.741366642174871,0.613519470977223,-0.516531961792799,-0.436443791329904
